0.000000000000000000e+00 -9.716525636804599131e+00 -6.971378675557167170e+00 -6.508427835331758615e+00 -5.804090216966500293e+00 -4.719957700677426260e+00 -6.224372223766865275e+00 -5.811201715779731103e+00 -4.248081091658274744e+00 -8.898243915720662756e-01
1.000000000000000021e-02 -9.808295022916459160e+00 -7.158493670345274396e+00 -6.737074143046443808e+00 -6.082569028748729068e+00 -5.040057562594157048e+00 -6.475309083658178366e+00 -6.077826277164451341e+00 -4.552551867115468553e+00 -1.284289035029345882e+00
2.000000000000000042e-02 -9.900064409029365464e+00 -7.345608665134008675e+00 -6.965720450761448745e+00 -6.361047840531442787e+00 -5.360157424511099222e+00 -6.726245943549592710e+00 -6.344659382336095277e+00 -4.857022642572145443e+00 -1.678753678487009182e+00
2.999999999999999889e-02 -9.991833795141944918e+00 -7.532723659922510251e+00 -7.194366758476554935e+00 -6.639526652314096111e+00 -5.680257286427757180e+00 -6.977182803440660663e+00 -6.611557864329316914e+00 -5.161493418029090563e+00 -2.073218321944910514e+00
4.000000000000000083e-02 -1.008360318125448529e+01 -7.719838654711006498e+00 -7.423013066191665565e+00 -6.918005464096797397e+00 -6.000357148344310332e+00 -7.238103419015086359e+00 -6.878456346322346704e+00 -5.465964193486021472e+00 -2.467682965402847373e+00
5.000000000000000278e-02 -1.017537256736710916e+01 -7.906953649499380177e+00 -7.651659373906730899e+00 -7.196484275879436510e+00 -6.320457010260891906e+00 -7.499037489785891353e+00 -7.145354828315586104e+00 -5.770434968942891985e+00 -2.862147608860828640e+00
5.999999999999999778e-02 -1.026714195347969394e+01 -8.094068644287879977e+00 -7.880305681621884162e+00 -7.474963087662096051e+00 -6.640556872177532099e+00 -7.759971560556786940e+00 -7.412253310308611454e+00 -6.074905744399838881e+00 -3.256612252318840106e+00
7.000000000000000666e-02 -1.035891133959243149e+01 -8.281183639076317604e+00 -8.108951989336917521e+00 -7.753441899444733387e+00 -6.960656734094104792e+00 -8.020905631327687857e+00 -7.679151792301795787e+00 -6.379376519856744920e+00 -3.651076895776837361e+00
8.000000000000000167e-02 -1.045068072570500206e+01 -8.468298633864792535e+00 -8.337598297052002394e+00 -8.031920711227405363e+00 -7.282537845845944879e+00 -8.281839702098560352e+00 -7.946050274294897520e+00 -6.683847295313652737e+00 -4.045541539234852380e+00
8.999999999999999667e-02 -1.054245011181761527e+01 -8.655413628653230163e+00 -8.566244604767096149e+00 -8.310399523010069345e+00 -7.606156973213748174e+00 -8.542773772869422189e+00 -8.212948756287989482e+00 -6.988318070770576540e+00 -4.440006182692830095e+00
1.000000000000000056e-01 -1.063421949793021426e+01 -8.842528623441687330e+00 -8.794890912482179246e+00 -8.588878334792727998e+00 -7.930900190283507456e+00 -8.803707843640278696e+00 -8.479847238281134736e+00 -7.292788846227475474e+00 -4.834470826150827349e+00
